cloud_pct,core_px,date,evi,gat_no,n_px,ndre,ndvi,ndwi
66.442037,39,2024-10-05,0.4444357454776764,13393,39,0.4660055637359619,0.6760240793228149,0.26012781262397766
44.529709,39,2024-10-10,0.19871465861797333,13393,9,0.23930633068084717,0.3802613914012909,0.04532833769917488
7.112063,39,2024-10-25,0.4831767678260803,13393,39,0.5238839387893677,0.7614654898643494,0.2664693295955658
0.003472,39,2024-10-30,0.4699517488479614,13393,39,0.5427061319351196,0.75229412317276,0.30149024724960327
6.759663,39,2024-11-04,0.4821069836616516,13393,39,0.5399203300476074,0.743815004825592,0.28897011280059814
6.121191,39,2024-11-09,0.3781723380088806,13393,39,0.43421274423599243,0.6014174222946167,0.2736812233924866
1.28597,39,2024-11-14,0.43393024802207947,13393,39,0.49793609976768494,0.6950650215148926,0.2679511606693268
0.003448,39,2024-11-19,0.4695970118045807,13393,39,0.5386354327201843,0.7337723970413208,0.3086351454257965
7.832255,39,2024-11-24,0.40164148807525635,13393,39,0.48290467262268066,0.6357290148735046,0.31793463230133057
0.000165,39,2024-11-29,0.4243849217891693,13393,39,0.505240797996521,0.698479950428009,0.31039637327194214
61.751783,39,2024-12-04,0.1841699182987213,13393,9,0.1999996304512024,0.30420905351638794,0.060398198664188385
35.211059,39,2024-12-09,0.3965795338153839,13393,39,0.5275723934173584,0.6728498339653015,0.3257811963558197
0.000142,39,2024-12-14,0.4493056535720825,13393,39,0.5614017844200134,0.7094950079917908,0.3477270007133484
0.716274,39,2024-12-19,0.44864365458488464,13393,39,0.551541805267334,0.722355306148529,0.34419357776641846
9.597635,39,2024-12-24,0.16098684072494507,13393,39,0.20907723903656006,0.2912905514240265,0.242987722158432
1.314182,39,2025-01-03,0.4024585485458374,13393,39,0.5496086478233337,0.6992176175117493,0.2822095453739166
37.913543,39,2025-01-13,0.2866240441799164,13393,39,0.34366318583488464,0.4867953956127167,0.23494909703731537
0.882141,39,2025-01-18,0.3586909770965576,13393,39,0.4975481629371643,0.6279047727584839,0.26508548855781555
0.000122,39,2025-01-23,0.36156314611434937,13393,39,0.499650776386261,0.6458385586738586,0.2716754972934723
4.910638,39,2025-01-28,0.30116981267929077,13393,8,0.5281034111976624,0.8355512619018555,0.21749471127986908
3.563612,39,2025-02-02,0.3689195215702057,13393,39,0.5059312582015991,0.6683547496795654,0.24424152076244354
1.47446,39,2025-02-07,0.27695682644844055,13393,7,0.43472781777381897,0.7521560192108154,0.2628708481788635
0.000312,39,2025-02-12,0.2424962967634201,13393,5,0.489552766084671,0.6208612322807312,0.25142979621887207
7.1e-05,39,2025-02-17,0.28503814339637756,13393,6,0.5908954739570618,0.7861568331718445,0.26549232006073
1.4e-05,39,2025-02-22,0.25391247868537903,13393,6,0.5004324913024902,0.6682161092758179,0.2001890391111374
16.481675,39,2025-02-27,0.1916235089302063,13393,38,0.31224745512008667,0.3753628432750702,-0.03000432811677456
0.000583,39,2025-03-09,0.11308828741312027,13393,33,0.21469882130622864,0.6563460826873779,-0.31944164633750916
0.000315,39,2025-03-14,0.07310684025287628,13393,39,0.0590161457657814,0.1631719321012497,-0.11293184757232666
0.001706,39,2025-03-19,0.07983457297086716,13393,39,0.07885397970676422,0.16285456717014313,-0.06670369952917099
0.00016,39,2025-03-24,0.09620394557714462,13393,39,0.10685572028160095,0.20816253125667572,-0.06812258064746857
